document_srl,module_srl,title,YMD
972417,185,"현대제철 그룹웨어 설치이슈",2015-07
972381,185,"iOS 데이트피커 사용 시 데이트피커 배경색상 반전 현상 발생 이슈.",2015-07
972348,185,"M.page.html 로 페이지 이동 및 파라메타 넘길때 M.data.param() 오류",2015-07
972341,185,"M.net.http.download 게이트웨이 접속 설정 법 요청",2015-07
972332,185,"IOS단말 리소스 업데이트시 progress 콜백함수가 두번(처음,끝) 호출되는현상",2015-07
972326,185,"Andorid M (Preview) 컴파일 오류 문의",2015-07
972311,185,"xcode 빌드시 에러 문의",2015-07
972291,185,"M.net.http.download 실행 관련 질문",2015-07
972288,185,"안드로이드 네이티브 실행시 오류 발생..",2015-07
972285,185,"[대한항공] 파일다운로드 관련하여 문의 드립니다.",2015-07
972251,185,"iOS 관련 문의드립니다.",2015-07
972238,185,"중국 앱스토에 올리는데 강제 업데이트 안내 문의 드려요",2015-07
972235,185,"모피어스 코어 업데이트 후 안드로이드 경로 에러",2015-07
972223,185,"[대한항공] GW관련하여 문의 드립니다.",2015-07
972217,185,"푸시 수신 안됨 [신규, 새로운 케이스]",2015-07
972204,185,"모피어스 프로젝트 문의드립니다",2015-07
972170,185,"푸쉬 다른사람에게 수신 및 발송 문제.",2015-07
972167,185,"push 수신 이상",2015-07
972098,185,"특정 url에 대해 M.net.http.download 실행시 에러(status 400) 발생",2015-07
972061,185,"Push를 발송 하는 화면에 대해 문의 드립니다.",2015-07
972045,185,"SK E&S 스마트서비스 서버 운영 라이센스 요청드립니다.",2015-07
972018,185,"개발계 라이센스 요청",2015-07
972016,185,"푸시 커넥션 문제",2015-07
971991,185,"안드로이드 빈화면 출력 현상",2015-07
971984,185,"삼화페인트 문의사항 관련 등록",2015-07
971946,185,"리소스 업로드시 관련 설정 파일 문의 드립니다.",2015-07
971943,185,"푸쉬 문제 (운영서버)",2015-07
971936,185,"PUSH 데이터 발송 이상",2015-07
971920,185,"리소스 업로드시 서버가 여러대 일때",2015-07
971917,185,"Push 발송 페이지에 대해 문의 드립니다.",2015-07
971914,185,"KAI  유지보수 요청 확인 바랍니다.",2015-07
971911,185,"[기능요청] 아이디로 기존 사용자 삭제할 수 있는 기능 요청합니다.",2015-07
971889,185,"푸쉬사용시 아이디로 푸쉬 사용자를 지울수 있는 API가 있는지?",2015-07
971886,185,"리소스 파일 업로드건",2015-07
971873,185,"PUSH 메시지 도착 후 수신 문제",2015-07
971855,185,"proguard 적용시 ClassNotFoundException 에러 관련 문의드립니다.",2015-07
971850,185,"IOS 빌드 문제",2015-07
971827,185,"서버셋팅 및 서드파트 지원 요청드립니다",2015-07
971810,185,"[대한항공] 모피어스 관리자페이지 문의 드립니다.",2015-07
971710,185,"IOS 관련 문의드립니다.",2015-07
971704,185,"IDE 라이브러리 업데이이트 오류 확인요청의 건",2015-07
971698,185,"IOS 라이브러리 버전 올리는 과정 중 오류 사항",2015-07
971668,185,"UPNS 서버 계정 오류에 관한건",2015-07
971653,185,"iOS 관련 문의드립니다.",2015-07
971650,185,"아프로시스템 iOS 관련 문의드립니다.",2015-07
971626,185,"바로톡 PUSH 운영서버 PUSH 설정값 변경 적용 부탁드리겠습니다.",2015-07
971611,185,"STORE365 모피어스 라이센스 발급 요청",2015-07
971541,185,"M.net.http 호출시.. Native 로딩바",2015-07
971524,185,"M.net.http sync 방식 가능 여부 확인..",2015-07
971493,185,"list 페이지 호출시 중복실행",2015-07
971483,185,"프로젝트 요청건입니다.",2015-07
971480,185,"프로젝트 요청건입니다.",2015-07
971448,185,"푸쉬 수신과 읽음 확인 요청드려요",2015-07
971438,185,"안드로이드 푸쉬 upns연결이 안된다고합니다.",2015-07
971428,185,"I-FRESH 라이센스(추가) 발급을 요청드립니다.",2015-07
971410,185,"앱아이콘 클릭후 푸쉬 이벤트 장애",2015-07
971389,185,"모피어스 IDE 업데이트 IP요청합니다.",2015-07
971387,185,"network 중복 실행 관련 문의",2015-07
971372,185,"기아차 긴급출동 앱 에서 출동건 목록에서 뒤로가기 누를시 간헐적으로 오류가 발생하며 앱이 죽는 현상",2015-07
971355,185,"푸쉬 관련 네이티브 메서드 요청드려요",2015-07
971260,185,"모피어스 웹뷰 스크롤에 대한 문의",2015-07
971167,185,"PUSH_LGCNS_실서비스용 라이센스",2015-07
971165,185,"힘스 설치 완료 후  V3 모바일 플러스 설치중 오류코드 문의",2015-07
971155,185,"레거시 WAS시스템의 파일 다운로드 모듈을 이용할 경우 gateway 처리 방법에 대한 샘플 요청",2015-07
971152,185,"M.page.html 로 페이지 이동 및 파라메타 넘길때 M.data.param() 로",2015-07
971092,185,"iOS 백그라운드 진입시 애플리케이션 화면 자동 저장 이슈",2015-07
971093,185,"PUSH 문의사항",2015-07
970980,185,"네이티브에서 바로 웹페이지 이동 질문드려요",2015-07
970973,185,"~데이터 전달 질문드려요",2015-07
970955,185,"push 메세지 지연 현상",2015-07
970934,185,"푸시 관련 문의",2015-07
970904,185,"SSO연동을 위한 쿠키값 get/set 문의",2015-07
970901,185,"아이폰 네이티브의 Date Picker 실행시 앱이 죽는현상 문의",2015-07
970875,185,"Build Error 관련 문의",2015-07
970848,185,"지원 요청 건(정식 라이선스, 인증 관련)",2015-07
970758,185,"시뮬레이터 점검 포인트 알려주세요",2015-07
970748,185,"언어 셋팅 관련 문의",2015-07
970738,185,"IOS 앱스토어 빌드파일 업로드 시 오류",2015-07
970705,185,"아이오에스 클리어탑 문제",2015-07
970694,185,"앱 로그인 불가능 문제",2015-07
970677,185,"Morpheus  Push 서비스 소개서 ppt 파일 요청 드립니다.",2015-07
970674,185,"운영서버 라이센스 발급요청",2015-07
970660,185,"롤리팝 단말기 M.pop.alert 사용 시 스크립트 에러 발생.",2015-07
970656,185,"push 임시 운영계 설치 요청합니다.",2015-07
970654,185,"IPhone 빌드 후 실행",2015-07
970643,185,"msp-Push 3.3.6x Push 알림 서비스 API 연동 Java 예제 소스를 요청 합니다.",2015-07
970625,185,"[모피어스 관리자 페이지에서 화면이 잘못나오는 부분이 있어 문의 드립니다.",2015-07
970617,185,"IOS 빌드시 오류",2015-07
970573,185,"안드로이드 개발툴 변경 : Android Studio 사용에 따른 이슈",2015-07
970561,185,"64비트 라이브러리 업데이트 관려 js 확인 부탁드려요",2015-07
970559,185,"리소스 업데이트 적당량에 대하여 문의드립니다.",2015-07
970556,185,"리소스 업데이트 방식과 기능에 관하여 문의 드려요",2015-07
970531,185,"모피어스 계정을 새로 만들었습니다.",2015-07
970485,185,"샘플 프로젝트 전달의 건",2015-07
970439,185,"쿨라우드서버 테스트 ios 리소스업데이트 문제건",2015-07
970432,185,"클라우드에서의 타이머 로그 나오는증상",2015-07
970421,185,"프로젝트 서포트 게시판에 관한 문의사항",2015-07
970416,185,"클라우드서버 관리자 페이지 도메인요청드려요",2015-07
970413,185,"클라우드 테스트 서버 리소스 업데이트 문제 발생건",2015-07
970410,185,"iphone xcode 빌드 시 에러",2015-07
970377,185,"IOS 모피어스 오류",2015-06
970353,185,"휴양시설 비당첨자 분이 당첨으로 나왔다가 비당첨자로 나옴",2015-06
970334,185,"M.media.camera 사진이 저장 안되는 현상",2015-06
970280,185,"M.onDestroy 관련 문의 드립니다.",2015-06
970278,185,"관리자페이지 보안취약점 개선 요청",2015-06
970274,185,"push 발송데몬 요청",2015-06
970251,185,"키보드 노출건에 대해 재질문 드립니다.",2015-06
970226,185,"라이센스 발급 요청",2015-06
970158,185,"라이센스 발급 요청드립니다.",2015-06
970156,185,"WNHttpFileUpload 시 응답시간초과 오류",2015-06
970126,185,"리소스 업데이트가 진행되어도 반영되질 않습니다.",2015-06
970108,185,"http head 데이터에 파라메터 추가 문의",2015-06
970001,185,"모피어스 SDK 업데이트 주소 요청",2015-06
969996,185,"실행시 앱 종료 이슈",2015-06
969928,185,"웹환경에서의 mcore lib 사용문의",2015-06
969851,185,"이미지 캡쳐 요청드립니다.",2015-06
969837,185,"로그인 속도 개선 문의",2015-06
969832,185,"프로젝트 라이센스",2015-06
969828,185,"Target을 doc로 변경 후 앱 실행시 오류",2015-06
969789,185,"[서울시 공공앱] 서울형 신시장 iOS 바이너리 거부 건",2015-06
969787,185,"submit to app store 64비트 지원관련",2015-06
969784,185,"네트워크 데이터 형태 처리 관련 이슈.",2015-06
969760,185,"Push API 메뉴얼(msp-push-r3-3.6.x_Receiver_API_정의서_V1.2.pdf )에 값을 알려주시길 부탁드립니다.",2015-06
969748,185,"모피어스 내부 javascript debug 버젼 제공 확인",2015-06
969732,185,"금일 (6/22) 업데이트로 인한 뒤로가기 문제 발생",2015-06
969720,185,"운영서버 라이센스 요청",2015-06
969671,185,"http upload 관련 오류 문의",2015-06
969624,185,"iOS 8.3에서 datepicker 오류 관련입니다.",2015-06
969594,185,"shared_prefs/~ 단말기 중요정보 저장 문제 문의드립니다",2015-06
969576,185,"구글 오류보고서에 따른 모피어스 긴급문의 드립니다.",2015-06
969481,185,"프로젝팅 6월15일짜 올려드려요_m.core.min.js 교체후 문제건",2015-06
969473,185,"mcore.min.js 교체후 인트로화면이 뜨질 않습니다.",2015-06
969467,185,"메일앱 종료후에도 Push Service에서 Fatat Exceptio 이 지속적으로 발생을 하는 이슈",2015-06
969441,185,"[제공받은 라이브러리 실행시나오는 에러메세지 분석요청합니다]",2015-06
969438,185,"[IDE]라이센스 설정 문제",2015-06
969435,185,"PUSH Server 정상작동 유무 점검 요청",2015-06
969426,185,"바로톡 운영계 제우스 관련하여 질문입니다.",2015-06
969401,185,"PUSH 테스트 하기 위한 IOS app 요청 드립니다.",2015-06
969376,185,"모바일앱 로그인 후 바로 로그아웃되는 현상",2015-06
969316,185,"push user 등록 시 db 오류 확인요청",2015-06
969292,185,"코드도바 관련 문의가 있습니다.",2015-06
969273,185,"able mobile IDE 에러 관련 문의의 건",2015-06
969267,185,"PUSH 클라이언트 라이브러리 요청",2015-06
969196,185,"바로톡 운영계 관련하여 질문드립니다.",2015-06
969135,185,"Android 키보드 노출시 화면 관련",2015-06
969121,185,"바로톡 PUSH 관련하여 api호출 예제가 있으면 부탁드립니다.",2015-06
969070,185,"모피어스 PUSH 개발라이센스 요청",2015-06
969024,185,"안드로이드 웹뷰 백그라운드 색 변경 문의",2015-06
969022,185,"모피어스 라이브러리 업데이트 관련",2015-06
969017,185,"M.info.stack 에서 현재 stack 위치 확인",2015-06
969014,185,"M.page, M.page.tab 동작 방법 확인",2015-06
969011,185,"M.page.tab.remove 오류 확인",2015-06
969008,185,"왼쪽 메뉴 (또는 위쪽 메뉴)고정에 대한 처리 확인",2015-06
968996,185,"클라이언트 및 개발서버 라이센스 전달",2015-06
968987,185,"M.net.http.send(옵션) 의  secure옵션 사용방법 문의",2015-06
968976,185,"아이폰 키보드 입력 이벤트 감지 여부",2015-06
968943,185,"IOS 푸쉬서버 발송 문제",2015-06
968854,185,"스타벅스 365 - API에 USIM 체크 여부 기능 확인중입니다.",2015-06
968851,185,"모피어스 소스 요청",2015-06
968819,185,"갤럭시S3 4.3 단말기에서 안드로이드 권한 관련 이슈 문의.",2015-06
968807,185,"모피어스 서버 소스 요청건",2015-06
968757,185,"리소스 업데이트 zip 파일 누락 현상",2015-06
968713,185,"긴급 APNS 푸시 REGISTRATIONIDTOKEN 값 누락",2015-06
968691,185,"READ_PHONE_STATE 퍼미션 제거 시 앱 종료 수정 요청",2015-05
968669,185,"리소스 업데이트 시 progress처리방법",2015-05
968643,185,"인증서 가져오기 이후 인증서 클릭시 인증서 가져오기화면으로 넘어감",2015-05
968640,185,"local DB 루트 생성 가이드 요청드립니다.",2015-05
968618,185,"IOS 리소스 업데이트 시 에러발생",2015-05
968507,185,"특정 고객에게서 앱 설치 후 시작하자마자 강제중단되는 현상. 테스트 요청드립니다.",2015-05
968491,185,"모바일 포털 개발 환경 구성을 위한 회의 가능일자 및 시간을 요청드립니다.",2015-05
968474,185,"app update 시 asset 파일 변경안되는 문제",2015-05
968463,185,"Open SSL을 적용시 기술 및 운영상 문제점 여부 문의드립니다.",2015-05
968385,185,"사용자 추가에 따른 승인 및 프로젝트 추가 요청",2015-05
968368,185,"사용자 승인 및 프로젝트 인원 추가 요청입니다.",2015-05
968356,185,"앱아이디와 라이선스명과 관련해 문의드립니다.",2015-05
968351,185,"게시판 권한 부탁드립니다.",2015-05
968348,185,"M.page.html 사용시 발생하는 의문점 확인 [2가지]",2015-05
968325,185,"녹음파일을 찾아 업로드하는 기능 구현 도움 요청드립니다.",2015-05
968292,185,"SKE&S 수정된 네트워크 형식 에뮬레이터 수정 요청",2015-05
968275,185,"당사제품(MEAP, PUSH, 통합ADMIN)의 jdk 1.7.0_72에 대한 안정적인 지원여부 검토 요청드립니다.",2015-05
968247,185,"iOS 64bit build 추가 문의",2015-05
968221,185,"iOS 64bit 대응 관련",2015-05
968215,185,"[KAI PUSH] 오류 사항 점검 요청",2015-05
968200,185,"청약 가입시 디폴트 데이터 안나옴",2015-05
968142,185,"버튼 색상 타입 3가지 작업 요청",2015-05
968140,185,"갤럭시S5 롤리팝 타이거 노즈 위에 회색선 표시 수정 요청",2015-05
968138,185,"뱃지 아이콘 모양 수정 요청",2015-05
968133,185,"유선상연락된 파일입니다.",2015-05
968091,185,"HttpNetworkManager 관련하여 CIP 통신규약 전달드립니다.",2015-05
968056,185,"서울형신시장 리소스 업데이트 오류",2015-05
968038,185,"apple 64bit support 관련",2015-05
967982,185,"M.net.http.download 이미지 다운 방식 문의드립니다.",2015-05
967941,185,"공지사항 게시일 미적용 관련",2015-05
967894,185,"플러그인 제공 가능 여부 문의합니다.",2015-05
967887,185,"Morpheus 설치확인서 송부 및 라이센스, 설치환경 기술미팅 및 자료를 부탁드립니다.",2015-05
967876,185,"SK E&S 스마트서비스 alopex형식으로 네트워크 수정 요청드립니다.",2015-05
967865,185,"SK E&S 3rd Party 관련 지원 요청드립니다.",2015-05
967821,185,"모피어스 서버 기능 문서 요청",2015-05
967816,185,"admin push 발송시 오류의 건",2015-05
967803,185,"신규 프로젝트 mcore.edu. 생성후 실행시 에러 발생하고있습니다.",2015-05
967794,185,"미디어 센터 업로드시 디렉토리 지정문의",2015-05
967732,185,"서버, 클라이언트 라이센스 요청",2015-05
967724,185,"SSL 적용시 이슈 문의",2015-05
967721,185,"IOS 관련 리소스 99% 에서 멈춤현상",2015-05
967692,185,"인증서 가져오기 성공후 폰에서 로그인시 인증서 확인안됨 현상",2015-05
967676,185,"개발 라이센스 발급 요청",2015-05
967619,185,"푸쉬 발송 가능 byte 수 문의",2015-05
967574,185,"서울시청 IOS PUSH기능 문의",2015-05
967571,185,"안드로이드 사진찍기 오류",2015-05
967558,185,"모피어스 Admin 통계 메뉴얼 요청",2015-05
967538,185,"[관세청] PUSH관련하여 문의 드립니다.",2015-05
967505,185,"라이브러리 업데이트 이후 앱 종료 현상 발생",2015-05
967503,185,"동일한 Wi-Fi MAC값의 오류 요청 사항",2015-05
967487,185,"푸쉬 발송 시 엑셀업로드 발송 처리 문제",2015-05
967407,185,"인트로화면 멈춤현상",2015-05
967427,185,"KAI Push 사용자 설치장애 건",2015-05
967422,185,"리소스 업데이트 0% 현상",2015-05
967413,185,"프로젝트 추가 요청",2015-05
967397,185,"푸쉬 발송 후 인트로 화면 멈춤 현상",2015-05
967373,185,"라이센스 발급 요청",2015-05
967312,185,"웹앱, 하이브리드앱 비교 자료 요청",2015-05
967258,185,"PUSH 발송 내역이 저장되는 DB 테이블 정보 요청.",2015-05
967241,185,"PUSH NotRegistered 많은 부분, 아이폰 이미지 확대시 화면 흐려짐 현상",2015-05
967165,185,"라이브러리 업데이트이후 발생한 에러사항입니다.",2015-04
967135,185,"m_core_2.1.3.4 해당 적용 이후 M.media 이상 현상 발생.",2015-04
967112,185,"[YouFirstAbleWiz] 현대증권 안드로이드 롤리팝 이슈",2015-04
967079,185,"라이브러리 업데이트 이후 오류",2015-04
967076,185,"제주항공 개별푸쉬 전송 관련 문제",2015-04
967056,185,"PUSH 3.6 개발가이드 요청의 건",2015-04
967054,185,"Fatal Exception 발생하여 프로그램이 실행이 되지 않습니다.",2015-04
967039,185,"안드로이드 화면 전환 시 인디케이터 표시 이슈.",2015-04
966954,185,"ios 빌드시 에러. 확인 요청드립니다.",2015-04
966930,185,"GPS 관련 오류",2015-04
966914,185,"admin 페이지 push 발송 후 타 앱을 startup",2015-04
966869,185,"receiver 라이브러리 교체 완료의 건",2015-04
966810,185,"안드로이드에서 모바일공지사항 정보 오류관련 문의드립니다.",2015-04
966787,185,"안드로이드 파일 압축해제 모듈 사용 시 압축해제 위치 지정.",2015-04
966784,185,"iOS 웹 리소스에서 파일 참조 시 절대경로 사용 불가 현상.",2015-04
966782,185,"M.file.copy, move, M.zip.unzip 인디케이터 관련 이슈입니다.",2015-04
966716,185,"제주항공 푸쉬 이미지/텍스트 발송 API정의서",2015-04
966701,185,"스마트 오피스 기술지원 요청 ( Push key 생성 )",2015-04
966682,185,"동일tr코드 수정된 서버에서 오류문제",2015-04
966635,185,"관리자 페이지 보안측면 비밀번호 관리강화 new",2015-04
966615,185,"안드로이드 앱 업데이트 시 push 관련 문의드립니다.",2015-04
966607,185,"관리자 페이지 보안측면 비밀번호 관리강화 2",2015-04
966580,185,"오비맥주 서버 아이피 변경",2015-04
966532,185,"M.data.storage 결과가 Empty 리턴",2015-04
966510,185,"Admin 사이트 업그레이드 요청의 건",2015-04
966477,185,"압축해제 모듈 결과가 상이한점 확인 부탁드립니다.",2015-04
966352,185,"ios 탈옥 체크",2015-04
966349,185,"안드로이드 소스난독화 적용 가이드 요청",2015-04
966282,185,"[대구도시철도] 모피어스 서버 설치 요청",2015-04
966273,185,"안드로이드 압축해제 모듈 사용 문의",2015-04
966271,185,"파일다운로드 모듈 키값 미스매칭 이슈.",2015-04
966229,185,"관리자 사용자통계 메뉴 오류",2015-04
966223,185,"로그 문의",2015-04
966215,185,"[관세청] PUISH 테스트중 에러가 발생하여 내용 올립니다. (로그파일첨부했습니다.)",2015-04
966202,185,"앨범 다중 선택 창",2015-04
966176,185,"APP에서 다른 APP을 실행할때 intro.html 페이지를 찾지 못하는 문제",2015-04
966142,185,"안드로이드 롤리팝 대응?",2015-04
966086,185,"모피어스>>앱 업데이트 관리>>사용여부 체크 오류",2015-04
966058,185,"안드로이드 어플 kill",2015-04
966033,185,"모피어스 docs 게시판 현업 계정 신청",2015-04
966028,185,"ios 빌드 시 64bit 지원 문제",2015-04
965954,185,"[관세청] Push 서비스 테스트중 에러가 발생하여 문의 드립니다.",2015-04
965936,185,"갤럭시 노트4 및 기타 디바이스들에서 apk 실행시 Morpheus 관련 오류 문구들..",2015-04
965812,185,"개발서버 라이센스 재발급 및 운영서버 라이센스 발급 요청",2015-04
965795,185,"[관세청] Android 푸쉬가 되지 않아 문의 드립니다.",2015-04
965791,185,"IOS 앱 배포 관련 지원요청",2015-04
965767,185,"iOS의 푸시 및 비콘  그리고 안드로이드&iOS 팝업 문의드립니다.",2015-04
965699,185,"아래 alert 이슈와 연계되는 문제",2015-04
965692,185,"파일다운로드 모듈 사용 시 다운로드 취소 기능에 대한 문의 입니다.",2015-04
965690,185,"GPS 사용 시 이슈 입니다.",2015-04
965673,185,"IOS Archive 도중 오류 발생",2015-04
965659,185,"보안키패드 관련",2015-04
965558,185,"IPhone(v8.3), XCode 업그레이드 이후 발생한 라이센스 문제",2015-04
965537,185,"PUSH 발송 시 Fail 이 너무 많은 부분 확인 요청",2015-04
965486,185,"[관세청] PUSH 동작 문의 드립니다.",2015-04
965460,185,"M.plugin('noti').on(function(data,mode)",2015-04
965432,185,"WNMoveToHtmlPage API 슬라이드 효과 누락 건",2015-04
965429,185,"APNS  푸시 발송 실패에 관해",2015-04
965415,185,"리소스 배포에 대한 문의",2015-04
965391,185,"키보드 내려가면서 키보드 영역만큼의 HTML 영역 지워짐",2015-04
965191,185,"https  리소스 업데이트 오류",2015-04
965180,185,"운영서버 admin push 발송에러",2015-04
965122,185,"클라이언트 라이센스",2015-04
965006,185,"m.client.library.plugin.upns 푸시 발송시 에러 확인 부탁드립니다.",2015-04
964999,185,"PUSH 발송 관련 문의",2015-04
964996,185,"SSL 인증서 갱신 요청",2015-04
964994,185,"리소스 업데이트 문의",2015-04
964987,185,"iOS 웹뷰 alert, confirm 수행시 버튼 사라짐",2015-04
964967,185,"[관리자페이지]_통계보는중 에러 발생",2015-04
964964,185,"푸쉬 중복 수신 문제",2015-04
964949,185,"3종 gateway 인스턴스 로그 확인 요청의 건",2015-04
964947,185,"파일다운로드 모듈 사용 시 이슈사항입니다.",2015-04
964915,185,"[푸쉬]내일 지원요청에 관하여 _장애 포인트 올려드립니다.~ 확인부탁드려요",2015-04
964879,185,"운영 서버 라이센스 발급 요청",2015-04
964805,185,"GW 모바일 공지사항 관련 수정된 라이브러리 요청드립니다.",2015-04
964789,185,"[푸쉬] 푸쉬 데이터 대량 일괄전송을 분할전송으로 변경 요청",2015-04
964786,185,"이번주 수요일 푸쉬 확인 지원 요청 드립니다.",2015-04
964774,185,"[ 푸쉬처리]푸쉬 플로우문서를 고객측에서 요청하였습니다.",2015-04
964716,185,"푸쉬 관련 이슈 문의 및 수정 요청",2015-04
964677,185,"서버 개발계/운영계 라이센스 발급 요청",2015-04
964675,185,"[관세청] 모피어스 Admin 관리자 페이지 소스 요청 드립니다.",2015-04
964659,185,"[관세청] 모피어스PUSH 클라이언트 모듈 요청합니다.",2015-04
964639,185,"M.pop.list 호출시 창크기 변경에 대한문의",2015-04
964629,185,"푸쉬 통계및 리소스 업그레이드 정지 관련 문의의 건",2015-04
964617,185,"프로가드 적용건",2015-04
964555,185,"사용자 통계 wirte 및 insert 시 한글깨짐 현상",2015-04
964551,185,"운영계 리소스 업로드 실패",2015-04
964516,185,"M.apps.browser를 통한 내장 Web Browser 호출시 Post 방식 가능 여부 문의",2015-04
964501,185,"프로젝트 재생성후 페이지 이동이 안됩니다.",2015-04
964450,185,"사진촬영시 이미지 리사이즈 기능 문의",2015-04
964429,185,"안드로이드 리소스 업데이트 관련",2015-04
964396,185,"64Bit 라이센스 적용 후 에러발생 관련 확인 요청의 건",2015-04
964382,185,"운영서버 라이센스 발급 요청",2015-04
964353,185,"m.client.library.plugin.notification 관련 사항입니다.",2015-04
964350,185,"모피어스 ios프로젝트 기본 인디케이터 변경",2015-04
964344,185,"운영 라이센스 재발급 요청",2015-04
964342,185,"Location플러그인 문구 JS에서 입력 요청",2015-04
964325,185,"iOS 라이브러리 요청",2015-03
964300,185,"관리자 페이지 보안측면 비밀번호 관리강화",2015-03
964235,185,"기존 서비스 오류 보고(디버깅 요청)",2015-03
964178,185,"admin 로그인시 에러페이지로 빠지는 현상 - NullPointerException",2015-03
964170,185,"iOS 64bit 대응 관련",2015-03
964159,185,"앱 실행 실패 오류 (리소스 업데이트 실패)",2015-03
964153,185,"GPS 이슈",2015-03
964101,185,"64bit 클라이언트 라이센스 요청",2015-03
964067,185,"Orientation에 관련해서 모피어스 라이브러리 패치 요청드립니다.(1.2.3.34_2버전)",2015-03
964065,185,"geolocation 관련 테스트 요청드립니다.",2015-03
963984,185,"아이폰 이미지 뷰어 확대시 화면 흐림 현상",2015-03
963969,185,"운영 라이센스 발급 요청",2015-03
963967,185,"리소스 업데이트 관련 질문",2015-03
963964,185,"Facebook 연동 플러그인, 다국어 모듈 샘플 요청드립니다.",2015-03
963914,185,"서울도시철도공사 모바일 앱 화면 가로변환에관한 문의",2015-03
963908,185,"서버 오류 문의",2015-03
963896,185,"운영 서버 라이센스 발급요청",2015-03
963885,185,"위키 2.0 계정 확인 요청",2015-03
963875,185,"Morpheus 2.0 Proguard 관련 문의건",2015-03
963833,185,"에러메시지 호출 문의사항",2015-03
963826,185,"폰 최상단 해더(통신사, 시간,배터리 표시) 배경 색상 변경 건",2015-03
963823,185,"공인인증 로그인시 세션 동기화 오류",2015-03
963795,185,"라인센스 발급 요청",2015-03
963785,185,"IOS 8 Native QR코드, GPS API 오동작 확인 요청",2015-03
963762,185,"Morpheus DEV WIKI 페이지 권한 요청",2015-03
963759,185,"Client ↔  Server  전문통신 시 추가되는 header 정보 관련 문의",2015-03
963720,185,"동일 trCode로 동시에 데이터를 요청할 경우 네트워크 에러 확인요청드립니다.",2015-03
963652,185,"파일다운로드 모듈 사용 시 네이티브 프로그래스바 표시 되지 않는 현상.",2015-03
963620,185,"M.file.move 함수 사용 시 콜백 기능 이슈.",2015-03
963612,185,"우편작성화면 받는사람 선택시 alert 문구 추가",2015-03
963602,185,"보안키패드 문구 수정 문의",2015-03
963600,185,"드로잉 플러그인 관련하여 추가 요청사항 문의드립니다.",2015-03
963591,185,"이미지 로딩 오류",2015-03
963584,185,"[HSMGW] 메일작성 페이지에서의 오류 현상",2015-03
963574,185,"M.file.move 함수 사용 시 덮어쓰기 안되는 현상.",2015-03
963572,185,"ios 화면에서 회전을 막는 네이티브 코드 추가 가이드 요청",2015-03
963553,185,"iOS 64bit build",2015-03
963516,185,"모바일 사전점검 IOS 8.2 버전 WNPopupDatePicker 오동작 문의",2015-03
963487,185,"마트용 앱 개발 - 확장개발 관련 가이드 요청 (Drawing 기능)",2015-03
963451,185,"브라우저 에뮬레이터 수정요청건",2015-03
963423,185,"공인인증 모듈 확인 및 수정 요청",2015-03
963421,185,"push log 파일 크기 문의",2015-03
963375,185,"push예약 발송 시간 오류 및 그룹발송 및 전체발송 오류",2015-03
963360,185,"IOS 8.1.x 날짜, 시간 선택 WNRequestDatePicker API 오류",2015-03
963308,185,"[BIT_EMR] 녹취기능 시간 제한 문의드립니다.",2015-03
963306,185,"푸쉬가 일정 시간 지나면 수신아 안됩니다.",2015-03
963234,185,"테스트 중 발생한 에러 내용 문의",2015-03
963221,185,"[HSMGW] 현대 하이스코 모바일 그룹웨어 메일 작성 페이지에서 상단 바 없어짐",2015-03
963217,185,"wnExLocationStop 작동 문제",2015-03
963175,185,"모피어스 관린툴 문의",2015-03
963164,185,"서버 관련 오류",2015-03
963142,185,"모피어스관리자 'admin' 정보 수정불가 수정요청",2015-03
963039,185,"mPOCs app 자동로그아웃 문제",2015-03
963008,185,"라이센스 관련 문의",2015-03
962979,185,"push3.5 UPNS 클라이언트 가이드 전달 요청",2015-03
962977,185,"클라이언트/개발&운영서버 라이센스 발급요청",2015-03
962975,185,"iOS 관련 디비 상태값 문의드립니다.",2015-03
962968,185,"서버 내부아이피 변경 작업이 있을예정입니다.",2015-03
962963,185,"QR API 관련 문의",2015-03
962927,185,"서버의 Sender 관련 문의입니다.",2015-03
962911,185,"운영 라이센스 재발급 요청",2015-03
962834,185,"M.file.info에 대해서",2015-03
962831,185,"통신중에 에러가 발생하빈다.",2015-03
962824,185,"멀티로그인(다중사용자) 방지기능",2015-03
962821,185,"PUSH ASP 서비스 가이드 요청",2015-03
962818,185,"재큐어스마트 릴리즈",2015-03
962774,185,"(push3.5) 클라이언트,서버 라이센스 발급요청",2015-03
962755,185,"내장 보안 알고리즘 문의",2015-03
962698,185,"MDM & Push 연동 관련 문의",2015-03
962682,185,"MDM & Push 연동 관련 문의",2015-03
962659,185,"개발 라이센스 재 발급 요청",2015-03
962610,185,"IOS 64비트 컴파일 지원 관련문의",2015-02
962575,185,"모피어스 설치 후 세팅 지원요청",2015-02
962528,185,"아예 유튜브 동영상 자체가 뜨지 않습니다.;;;;",2015-02
962523,185,"PUSH ASP 서비스 정책 문의",2015-02
962469,185,"페이지 중복 실행 문제입니다.",2015-02
962466,185,"푸쉬 aps 클라이언트 적용 요청건",2015-02
962456,185,"[HSMGW] 현대하이스코 모바일 그룹웨어 로그인 시 오류",2015-02
962450,185,"안드로이드에 기본 탑재된 갤러리 화면 호출",2015-02
962434,185,"업로드 관련하여 문의드립니다.",2015-02
962414,185,"외부웹이 열렸을 때 닫는 방법을 모르겠습니다.",2015-02
